STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,OPTIONALITY,Optionality,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LTU,Lithuania,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,26.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LUX,Luxembourg,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,88.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,MEX,Mexico,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,121.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NLD,Netherlands,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,86.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NZL,New Zealand,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,64.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,NOR,Norway,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,59.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,POL,Poland,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,32.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,PRT,Portugal,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,73.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,SVK,Slovak Republic,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,70.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,SVN,Slovenia,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,67.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ESP,Spain,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,80.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,SWE,Sweden,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,64.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CHE,Switzerland,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,55.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,TUR,Türkiye,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,66.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GBR,United Kingdom,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,65.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,USA,United States,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,50.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,EU27,European Union (27 countries),A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,64.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,OECD_REP,OECD average country,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ARG,Argentina,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,84.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BRA,Brazil,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,93.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BGR,Bulgaria,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,59.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CHN,China (People’s Republic of),A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,79.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HRV,Croatia,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,51.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CYP,Cyprus,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,56.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,IND,India,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,38.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,IDN,Indonesia,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,50.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,MLT,Malta,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,63.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ROU,Romania,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,65.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,SAU,Saudi Arabia,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,70.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ZAF,South Africa,A,Annual,GPRR50,Gross pension replacement rate at 50% of average wage,PT_EARN_G_PRE_RET_INC,Percentage of gross pre-retirement earnings at the same income level,F,Female,_Z,Not applicable,M,Mandatory,2024,,15.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,AUS,Australia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,82.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,AUS,Australia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,82.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,AUT,Austria,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,84.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,AUT,Austria,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,84.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,80.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,BEL,Belgium,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,85.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CAN,Canada,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,79.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CAN,Canada,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,56,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CHL,Chile,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,76.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CHL,Chile,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,76.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,COL,Colombia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,84.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,COL,Colombia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,84.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CRI,Costa Rica,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,69.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CRI,Costa Rica,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,69.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CZE,Czechia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,84.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,CZE,Czechia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,84.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DNK,Denmark,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,116.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DNK,Denmark,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,116.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,EST,Estonia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,79.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,EST,Estonia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,56.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FIN,Finland,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,63.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FIN,Finland,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,63.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FRA,France,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,66.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,FRA,France,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,66.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DEU,Germany,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,71.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,DEU,Germany,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,57.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,99.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,GRC,Greece,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,99.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HUN,Hungary,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,80.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,HUN,Hungary,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,80.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISL,Iceland,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,77.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISL,Iceland,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,77.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,IRL,Ireland,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,56.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,IRL,Ireland,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,93.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISR,Israel,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,69.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ISR,Israel,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,88.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,70.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,ITA,Italy,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,70.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,JPN,Japan,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,61.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,JPN,Japan,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,61.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,KOR,Korea,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,55.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,KOR,Korea,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,55.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LVA,Latvia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,64.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LVA,Latvia,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,64.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LTU,Lithuania,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,M,Mandatory,2024,,36.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SPD:DSD_PAG@DF_PAG(1.0),Pensions at a glance,I,LTU,Lithuania,A,Annual,NPRR50,Net pension replacement rate at 50% of average wage,PT_EARN_N_PRE_RET_INC,Percentage of net pre-retirement earnings at the same income level,M,Male,_Z,Not applicable,MV,Mandatory and voluntary,2024,,60.8,,A,Normal value,0,Units,1,One
